"Performance Detail Submission: ID","Parent Submission: Date of Submission","Parent Submission: Company/Institution Name","Parent Submission: Submission Title","Parent Submission: Disease Target","Parent Submission: Stage of Development","Parent Submission: Country of Manufacturer","Parent Submission: Region","Parent Submission: Website","Parent Submission: Regulatory Approval","Clinical Sensitivity (%)","95% CI for Clinical Sensitivity (Lower)","95% CI for Clinical Sensitivity (Upper)","Clinical Specificity (%)","95% CI for Clinical Specificity (Lower)","95% CI for Clinical Specificity (Upper)","Parent Submission: Type of Technology","Parent Submission: Assay Target","Parent Submission: Target Analyte(s)","Parent Submission: Technology principle","Parent Submission: Test Format","Parent Submission: Instrument requirement","Parent Submission: Level of automation","Parent Submission: Lab vs. POC","Parent Submission: Self-testing/Self-Collection","Parent Submission: Validated Sample Types","Parent Submission: Time to results excl sample prep (mins)","Parent Submission: Connectivity Solution","FIND Evaluation","Parent Submission: Impact of SARS-COV-2 Beta variant","Parent Submission: Impact of SARS-COV-2 Alpha variant","Parent Submission: Impact of SARS-COV-2 Gamma variant","Parent Submission: Impact of SARS-COV-2 Delta+ variant","Parent Submission: Impact of SARS-COV-2 Delta variant","Parent Submission: Impact of SARS-COV-2 Omicron variant","Parent Submission: S gene dropout","Parent Submission: SARS-CoV-2 variant(s)","Parent Submission: Test to be listed on FIND's web page?","Data to be published on FIND's web page","Parent Submission: Is this a variant detection test?","Parent Submission: Revoked/Not Approved By"
"a266900000Auhks","","Salofa Oy","Sienna-Clarity COVID-19 Antigen Rapid Test Cassette","SARS-CoV-2","Regulatory Achieved","Finland","Europe","https://www.salofa.com/","US FDA EUA; CE-IVD","87.50","68.60","93.00","98.90","94.20","100.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","","","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wEa","15.04.2021","Sansure Biotech Inc.","SARS-CoV-2 Rapid Antigen Test (Colloidal Gold Method)","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","https://www.sansure.com.cn","CE-IVD","98.40","85.90","99.10","98.10","95.20","100.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab","15.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QHy","","Sansure Biotech Inc.","SARS-CoV-2 Rapid Antigen Test (Immunochromatography Assay)","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","www.sansure.com.cn","CE-IVD","","","","98.17","","","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Nasal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QHz","","Savyon Diagnostics","Savvycheck SARS-CoV-2 Ag","SARS-CoV-2","Regulatory Achieved","Israel","Europe","www.savyondx.com","CE-IVD","","","","","","","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9w6V","04.03.2021","ScheBo Biotech AG","ScheBo SARS CoV-2 Quick ANTIGEN","SARS-CoV-2","Regulatory Achieved","Germany","Europe","https://www.schebo.com","CE-IVD","97.30","93.40","99.29","99.00","97.67","99.60","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Serum","15.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QI0","","SCREEN Italia","SCREEN TEST COVID-19 SALIVA","SARS-CoV-2","Regulatory Achieved","Italy","Europe","www.screenitalia.it","CE-IVD","","","","","","","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Sputum; Saliva","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QI1","","SCREEN Italia","Screentest Covid-19+FLU A/B","SARS-CoV-2; Influenza A; Influenza B","Regulatory Achieved","Italy","Europe","www.screenitalia.it","CE-IVD","","","","","","","Immunoassay","Antigen","N-protein; Influenza A; Influenza B","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QKN","","SCREEN Italia","SCREEN TEST COVID-19 AG - COVID-19 ANTIGEN RAPID TEST","SARS-CoV-2","Regulatory Achieved","Italy","Europe","www.screenitalia.it","CE-IVD","","","","","","","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B65uv","11.04.2022","SD BIOSENSOR INC","Pilot COVID-19 At-Home Test","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","https://www.sdbiosensor.com","US FDA EUA","95.30","84.50","98.70","100.00","95.70","100.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasal swab","15.00","No","","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B3E9J","14.02.2022","SD BIOSENSOR INC","SD Biosensor STANDARD Q COVID-19 Ag Test","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","https://www.sdbiosensor.com","Singapore HSA","84.97","78.30","90.20","98.40","98.28","99.39","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasopharyngeal swab","20.00","No","Yes","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wFk","05.05.2021","SD BIOSENSOR INC","STANDARD i-Q COVID-19 Ag Home Test","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","","Korea MFDS; Health Canada","","","","","","","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasal swab","","Unknown","No","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","Unknown","Unknown","Unknown","Unknown","","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wFl","05.05.2021","SD BIOSENSOR INC","STANDARD i-Q COVID-19 Ag Saliva Home Test","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","","CE-IVD","","","","","","","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Saliva","","Unknown","No","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","Unknown","Unknown","Unknown","Unknown","","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9w8F","08.03.2021","SD BIOSENSOR INC","STANDARD Q COVID-19 Ag Test (Saliva)","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","https://www.sdbiosensor.com","CE-IVD","100.00","47.82","100.00","100.00","91.59","100.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Automated (excluding sample preparation)","True Point of Care","Intended for professional use only","Sputum; Saliva","30.00","No","No","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9w8G","08.03.2021","SD BIOSENSOR INC","STANDARD F COVID-19 Ag FIA","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","https://www.sdbiosensor.com","Korea MFDS; CE-IVD","93.70","93.70","97.43","99.63","98.50","99.96","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","A proprietary/new instrument is required","Automated (excluding sample preparation)","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab","15.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wDb","03.04.2021","SD BIOSENSOR INC","STANDARD Q COVID-19 Ag test","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","https://www.sdbiosensor.com","WHO EUL; Korea MFDS; Australia TGA; Brazil ANVISA; CE-IVD; India CDSCO; South Africa SAHPRA","84.97","78.30","90.20","98.40","98.28","99.39","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","20.00","No","Yes","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9w86","08.03.2021","SD BIOSENSOR INC","STANDARD i-Q COVID-19 Ag","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","https://www.sdbiosensor.com","CE-IVD","83.30","","","100.00","","","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","15.00","Yes","No","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","Unknown","Unknown","Unknown","Unknown","","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000BEWLw","11.04.2022","SD BIOSENSOR INC","COVID-19 At-Home Test","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","","US FDA EUA","95.30","84.50","98.70","100.00","95.70","100.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasal swab","15.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QHJ","","SD BIOSENSOR INC","SARS-CoV-2 & Flu A/B Rapid Antigen Test","SARS-CoV-2; Influenza A; Influenza B","Regulatory Achieved","Korea, Republic of","Western Pacific","https://diagnostics.roche.com/","CE-IVD","","","","","","","Immunoassay","Antigen","N-protein; Influenza A; Influenza B","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B2lnA","04.02.2022","SD BIOSENSOR INC","SARS-CoV-2 Rapid Antigen Test Nasal (STANDARD Q - COVID-19 At-Home Test)","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","","US FDA EUA; CE-IVD","","","","","","","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasal swab","15.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B2lnB","04.02.2022","SD BIOSENSOR INC","SARS-CoV-2 Rapid Antigen Test","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","","Australia TGA; Health Canada","","","","","","","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","20.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B2lnF","04.02.2022","SD BIOSENSOR INC","SARS-CoV-2 Rapid Antigen Test Nasal","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","","Australia TGA; Health Canada; CE-IVD","","","","","","","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","15.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B2lds","01.02.2022","SD BIOSENSOR INC","SARS-CoV-2 Antigen Self Test Nasal","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","","Australia TGA; Health Canada; Singapore HSA; CE-IVD; MHRA UK","86.40","78.50","92.20","99.60","97.90","100.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasal swab","15.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B2ldt","01.02.2022","SD BIOSENSOR INC","SARS-CoV-2 Rapid Antigen Test Nasal With Control","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","","CE-IVD","99.10","","","89.60","","","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","15.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B2ldv","01.02.2022","SD BIOSENSOR INC","Standard Q COVID-19 Ag Home Test","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","https://www.sdbiosensor.com","Korea MFDS; Singapore HSA","94.94","","","100.00","","","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasal swab","15.00","No","No","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B2ldw","01.02.2022","SD BIOSENSOR INC","Standard Q COVID-19 AG Nasal Test","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","https://www.sdbiosensor.com","Singapore HSA; CE-IVD","","","","","","","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","20.00","No","No","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B2leH","02.02.2022","SD BIOSENSOR INC","Standard Q COVID-19 AG Nasal Test With Control","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","https://www.sdbiosensor.com","Health Canada","","","","","","","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","20.00","No","No","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B2cWO","04.02.2022","SEKISUI MEDICAL CO., ltd.","RapidTesta SARS-CoV-2","SARS-CoV-2","Regulatory Achieved","Japan","Western Pacific","","Japan MHLW","","","","","","","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","A proprietary instrument/new instrument  (optional)","","near Point of Care","Intended for professional use only","Nasopharyngeal swab","10.00","","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wDc","03.04.2021","SensingSelf, Pte, ltd.","S1 COVID-19 Rapid Antigen Test","SARS-CoV-2","Regulatory Achieved","Montenegro","Europe","https://sensingself.me/antigen_s1.php","CE-IVD","91.00","","","100.00","","","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Sputum; Saliva; Feces","15.00","No","No","Unknown","Unknown","","","","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wDd","03.04.2021","SensingSelf, Pte, ltd.","S4 - Multiplex Rapid Antigen Test - COVID-19/MERS/Influenza A/Influenza B","SARS-CoV-2","Regulatory Achieved","Montenegro","Europe","https://sensingself.me/antigen_s1.php","CE-IVD","88.30","","","100.00","","","Immunoassay","Antigen","S-protein (type unknown); Other","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Sputum; Saliva; Feces","15.00","No","No","Unknown","Unknown","","","","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QI2","","SensingSelf, Pte, ltd.","S2 Covid-19 Rapid Antigen Test Kit","SARS-CoV-2","Regulatory Achieved","Montenegro","Europe","www.sensingself.me","CE-IVD","","","","","","","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Nasal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wDe","03.04.2021","Sensitest The Netherlands BV","Sensitest Joysbio Antigen Rapid Test for Covid-19","SARS-CoV-2","Regulatory Achieved","Netherlands","Europe","https://www.sensitest.com/index.php?p=sensitest-covid-corona-antigen-test","China NMPA; CE-IVD","0.00","","","98.00","","","Immunoassay","Antigen","Other","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","20.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B4u0I","15.03.2022","SentryAg, Inc.","SentryAg One- SARS-CoV-2 Antigen Detection Kit","SARS-CoV-2","Regulatory Achieved","United States","Americas","","CE-IVD","96.36","","","99.00","","","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","near Point of Care","Intended for self-testing (version available)","Nasal swab","20.00","No","No","Unknown","Unknown","Unknown","Unknown","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wDf","03.04.2021","SGA Medikal","V-chek SARS-CoV-2 Rapid Ag Test Kit (IFA)","SARS-CoV-2","Regulatory Achieved","Turkey","Europe","http://www.sgadx.com/sars-cov-2-test-kits/","CE-IVD","0.00","","","0.00","","","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab","0.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A0gHM","20.09.2021","SG Diagnostics Pte ltd.","SG Diagnostics COVID-19 + Influenza A/B Antigen Rapid Test Kit","SARS-CoV-2","Regulatory Achieved","Singapore","Western Pacific","https://www.sgdiagnostics.com","CE-IVD","97.57","94.45","98.96","99.29","98.45","99.66","Immunoassay","Antigen","N-protein; S-protein (type unknown); S-protein RBD","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Nasal swab","10.00","No","No","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wEN","09.04.2021","SG Diagnostics Pte ltd.","SG Diagnostics COVID-19 Antigen Rapid Test Kit (Colloidal Gold-Based)","SARS-CoV-2","Regulatory Achieved","Singapore","Western Pacific","https://www.sgdiagnostics.com","CE-IVD; Germany BfArM","97.57","94.45","98.96","99.29","98.54","100.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Nasal swab","10.00","Yes","No","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000ABSFt","12.07.2021","SG Diagnostics Pte ltd.","SG Diagnostics COVID-19 Saliva Antigen Rapid Test Kit","SARS-CoV-2","Regulatory Achieved","Singapore","Western Pacific","https://www.sgdiagnostics.com","CE-IVD","97.12","91.80","99.40","98.55","94.86","99.82","Immunoassay","Antigen","N-protein; S-protein RBD","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Saliva","10.00","No","No","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QI3","","SG Medical, Inc.","InstaView COVID-19 Antigen","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","www.sgmedical.kr","Korea MFDS; CE-IVD","91.82","","","100.00","","","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QKp","","Shandong Kanghua Biotechnology Co.,ltd.","RAPIDTECH Test Rapide Antigene SARS-CoV-2","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","www.khbio.com/EN/yxwl.aspx","CE-IVD","","","","","","","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QKO","","Shanghai Bionaire Biotech Co., Ltd.","Novel Coronavirus (COVID-19) Antigen Test (Colloidal Gold)","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","www.bionairetech.com/english/","CE-IVD","89.52","","","99.34","","","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wEL","08.04.2021","Shanghai Chemtron Biotech Co., ltd.","Chemtrue® COVID-19 Ag Rapid Test (Colloidal Gold)","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","http://www.chemtronbio.com/","CE-IVD","95.19","","","100.00","","","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","10.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wDg","03.04.2021","Shanghai Chemtron Biotech Co., ltd.","SARS-CoV-2 Rapid Ag Test Kit (IFA)","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","http://www.chemtronbio.com/","CE-IVD","0.00","","","0.00","","","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab","0.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
